TotalAmount;BikePurchase;CustomerID;Country;CountryRegionCode;Group;PersonID;PersonType;DateFirstPurchase;BirthDate;Age;MaritalStatus;YearlyIncome;Gender;TotalChildren;Education;Occupation;HomeOwnerFlag;NumberCarsOwned
3262;1;14169;France;FR;Europe;7178;IN;37484;24944;52;S;0-25000;F;3;High School;Manual;1;0
4464;1;20051;Germany;DE;Europe;13821;IN;37484;26591;48;S;25001-50000;F;1;Partial College;Clerical;0;1
3321;1;26277;Northwest;US;North America;7747;IN;37484;21513;62;S;25001-50000;F;2;Partial College;Clerical;1;1
3309;1;26285;Northwest;US;North America;12740;IN;37484;26527;48;S;25001-50000;F;0;Graduate Degree;Skilled Manual;1;0
2668;1;12578;Australia;AU;Pacific;13288;IN;37485;29279;40;S;0-25000;M;0;Partial College;Manual;0;1
2589;1;12580;Australia;AU;Pacific;3711;IN;37485;28741;42;S;0-25000;M;0;Partial College;Manual;1;1
1631;1;15256;Southwest;US;North America;14584;IN;37485;28544;42;S;25001-50000;M;0;High School;Skilled Manual;0;2
3032;1;21359;Australia;AU;Pacific;17043;IN;37485;16949;74;M;25001-50000;M;2;Partial College;Clerical;0;2
2992;1;21379;Australia;AU;Pacific;12260;IN;37485;18361;70;M;25001-50000;F;3;Partial College;Clerical;0;2
2120;1;24609;Australia;AU;Pacific;11430;IN;37485;26399;48;M;greater than 100000;F;0;Partial High School;Professional;0;4
2181;1;25371;Canada;CA;North America;14994;IN;37485;26351;48;M;25001-50000;F;0;Graduate Degree;Skilled Manual;1;0
2443;1;25883;Canada;CA;North America;16419;IN;37485;17932;71;M;50001-75000;M;2;Partial College;Professional;1;2
4484;1;26301;Southwest;US;North America;17521;IN;37485;26313;48;S;50001-75000;M;1;Graduate Degree;Professional;0;0
782;1;27043;Canada;CA;North America;15128;IN;37485;21345;62;S;25001-50000;M;2;High School;Skilled Manual;1;2
2614;1;12577;Australia;AU;Pacific;2591;IN;37486;29087;41;S;0-25000;M;0;Partial College;Manual;1;1
2589;1;12579;Australia;AU;Pacific;3458;IN;37486;28743;42;S;0-25000;F;0;Partial College;Manual;1;1
4538;1;16287;United Kingdom;GB;Europe;2398;IN;37486;24414;54;M;25001-50000;F;0;Bachelors ;Professional;1;0
1637;1;19195;United Kingdom;GB;Europe;10225;IN;37486;25714;50;S;25001-50000;M;2;Partial College;Clerical;1;0
3936;1;21222;Australia;AU;Pacific;2604;IN;37486;22570;59;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
2997;1;21361;Australia;AU;Pacific;15592;IN;37486;17242;73;M;25001-50000;M;2;Partial College;Clerical;0;2
3396;1;26299;Northwest;US;North America;13585;IN;37486;26507;48;S;50001-75000;M;1;Graduate Degree;Skilled Manual;0;0
2443;1;28836;Canada;CA;North America;3695;IN;37486;26153;49;S;50001-75000;F;1;Graduate Degree;Professional;0;0
4369;1;11564;Germany;DE;Europe;18319;IN;37487;24300;54;S;0-25000;M;1;High School;Manual;0;2
4516;1;13237;Southwest;US;North America;15845;IN;37487;17645;72;M;50001-75000;M;4;Bachelors ;Management;0;2
4498;1;13277;Northwest;US;North America;17792;IN;37487;23979;55;S;75001-100000;M;4;Partial College;Professional;1;4
4854;1;13314;Southwest;US;North America;16940;IN;37487;22131;60;M;greater than 100000;M;1;High School;Professional;1;4
5393;1;13823;France;FR;Europe;17732;IN;37487;22772;58;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;1
3047;1;15659;Germany;DE;Europe;8933;IN;37487;21595;61;M;0-25000;F;2;Partial College;Manual;1;1
3917;1;21256;Australia;AU;Pacific;18800;IN;37487;15261;79;M;25001-50000;F;2;Bachelors ;Management;1;2
2721;1;25288;Canada;CA;North America;6873;IN;37487;25089;52;S;75001-100000;F;0;Bachelors ;Management;0;1
2443;1;25875;Canada;CA;North America;7216;IN;37487;17696;72;M;25001-50000;F;2;High School;Professional;0;2
3298;1;26295;Northwest;US;North America;3315;IN;37487;26320;48;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
1000;1;26316;Canada;CA;North America;3121;IN;37487;25483;51;S;50001-75000;F;1;Graduate Degree;Professional;1;0
1575;1;14023;Southwest;US;North America;6106;IN;37488;27682;45;S;25001-50000;F;0;High School;Skilled Manual;1;2
6943;1;15627;Germany;DE;Europe;15803;IN;37488;26657;48;S;25001-50000;M;2;Partial College;Clerical;1;0
4511;1;16250;United Kingdom;GB;Europe;9352;IN;37488;24979;52;S;25001-50000;M;0;Graduate Degree;Clerical;1;0
3001;1;16317;United Kingdom;GB;Europe;20085;IN;37488;28391;43;S;25001-50000;M;0;Partial College;Clerical;0;1
3262;1;16405;United Kingdom;GB;Europe;3147;IN;37488;24570;53;M;25001-50000;F;0;Bachelors ;Clerical;1;0
1592;1;19260;United Kingdom;GB;Europe;16384;IN;37488;14434;81;S;0-25000;F;1;Bachelors ;Clerical;1;0
3261;1;20712;United Kingdom;GB;Europe;13431;IN;37488;27231;46;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
2921;1;21384;Australia;AU;Pacific;5573;IN;37488;18956;69;M;25001-50000;M;3;High School;Skilled Manual;0;2
4900;1;21559;Australia;AU;Pacific;11642;IN;37488;26761;47;M;75001-100000;M;0;High School;Management;0;2
2152;1;24612;Australia;AU;Pacific;4331;IN;37488;25724;50;S;75001-100000;M;0;Bachelors ;Professional;1;4
2049;1;28540;France;FR;Europe;17436;IN;37488;27359;46;M;25001-50000;F;0;Partial College;Clerical;0;1
2443;1;28834;Canada;CA;North America;10678;IN;37488;25321;51;M;50001-75000;F;2;Bachelors ;Skilled Manual;1;0
6859;1;12676;Australia;AU;Pacific;10152;IN;37489;27208;46;S;75001-100000;F;0;Bachelors ;Professional;1;2
6801;1;12683;Australia;AU;Pacific;2394;IN;37489;26696;47;S;greater than 100000;F;5;Partial High School;Professional;1;4
4478;1;13292;Northwest;US;North America;15242;IN;37489;22870;58;S;75001-100000;F;5;Partial College;Professional;1;4
4546;1;13340;Southwest;US;North America;9328;IN;37489;15464;78;M;75001-100000;F;5;Bachelors ;Management;1;2
4498;1;13346;Northwest;US;North America;2595;IN;37489;15852;77;S;greater than 100000;M;2;Bachelors ;Management;1;3
2959;1;16420;United Kingdom;GB;Europe;6681;IN;37489;23334;57;S;0-25000;M;3;High School;Manual;1;1
1609;1;19193;United Kingdom;GB;Europe;12743;IN;37489;25894;50;S;25001-50000;M;2;Partial College;Clerical;1;0
3421;1;20713;United Kingdom;GB;Europe;18578;IN;37489;26558;48;S;0-25000;F;0;Partial High School;Manual;0;2
4659;1;21217;Australia;AU;Pacific;16280;IN;37489;21846;61;S;75001-100000;F;1;Bachelors ;Professional;1;1
4659;1;21226;Australia;AU;Pacific;5339;IN;37489;20571;64;S;75001-100000;M;1;Partial College;Skilled Manual;0;1
4344;1;11561;Germany;DE;Europe;13630;IN;37490;24312;54;S;0-25000;F;5;Partial High School;Manual;1;2
2665;1;12589;Australia;AU;Pacific;11229;IN;37490;28262;43;M;0-25000;M;0;Partial College;Manual;1;0
4587;1;13233;Northwest;US;North America;13774;IN;37490;17872;72;M;50001-75000;M;2;Partial College;Professional;1;1
4511;1;13298;Southwest;US;North America;11599;IN;37490;22489;59;M;greater than 100000;F;1;Bachelors ;Management;0;3
4476;1;13351;Northwest;US;North America;8535;IN;37490;16189;76;S;50001-75000;F;4;Bachelors ;Management;1;2
3282;1;14141;France;FR;Europe;7457;IN;37490;22078;60;S;0-25000;F;1;High School;Manual;0;1
1346;1;15276;Southwest;US;North America;11705;IN;37490;27186;46;S;25001-50000;F;0;Partial College;Skilled Manual;0;1
3001;1;16417;United Kingdom;GB;Europe;6113;IN;37490;23621;56;S;25001-50000;M;2;Partial College;Manual;1;0
4702;1;21560;Australia;AU;Pacific;16117;IN;37490;26919;47;M;greater than 100000;M;0;Partial High School;Professional;1;4
3272;1;26305;Northwest;US;North America;20341;IN;37490;25549;51;S;50001-75000;F;2;Bachelors ;Skilled Manual;0;0
6829;1;12674;Australia;AU;Pacific;15651;IN;37491;27602;45;M;75001-100000;M;0;Bachelors ;Professional;1;2
4501;1;13250;Southwest;US;North America;10519;IN;37491;19047;68;M;50001-75000;F;4;Partial College;Professional;1;2
3242;1;16410;United Kingdom;GB;Europe;14080;IN;37491;23669;56;S;0-25000;F;4;Partial High School;Manual;1;2
4624;1;21402;Australia;AU;Pacific;17088;IN;37491;20633;64;M;75001-100000;M;2;High School;Skilled Manual;0;2
4715;1;21555;Australia;AU;Pacific;2913;IN;37491;27097;46;S;75001-100000;M;0;Bachelors ;Professional;1;2
6880;1;12680;Australia;AU;Pacific;20221;IN;37492;26482;48;S;75001-100000;M;0;Bachelors ;Professional;0;3
4798;1;13420;Southwest;US;North America;9617;IN;37492;23956;55;M;greater than 100000;F;3;Bachelors ;Management;1;4
1574;1;15289;Southwest;US;North America;8232;IN;37492;26343;48;M;25001-50000;F;1;Graduate Degree;Skilled Manual;1;0
3250;1;16407;United Kingdom;GB;Europe;12271;IN;37492;24170;54;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;2
5741;1;18140;Germany;DE;Europe;18626;IN;37492;20273;65;M;greater than 100000;M;3;Partial College;Professional;0;3
3177;1;19076;France;FR;Europe;12982;IN;37492;17686;72;M;75001-100000;F;4;High School;Management;1;3
4696;1;21219;Australia;AU;Pacific;17813;IN;37492;23049;57;S;50001-75000;F;0;Bachelors ;Professional;0;1
4684;1;21404;Australia;AU;Pacific;7026;IN;37492;20990;63;S;50001-75000;M;2;High School;Professional;0;2
2049;1;28512;France;FR;Europe;20464;IN;37492;25884;50;S;0-25000;M;0;Partial College;Manual;0;1
2049;1;28519;France;FR;Europe;18396;IN;37492;25491;51;M;25001-50000;M;1;Bachelors ;Clerical;1;0
2181;1;29013;Canada;CA;North America;11895;IN;37492;18393;70;S;25001-50000;F;2;Partial High School;Skilled Manual;1;3
5205;1;11615;United Kingdom;GB;Europe;20497;IN;37493;27719;45;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
4558;1;13280;Northwest;US;North America;10299;IN;37493;23608;56;M;75001-100000;F;5;Partial College;Professional;1;3
4547;1;13353;Northwest;US;North America;6861;IN;37493;16340;76;S;50001-75000;F;4;Graduate Degree;Management;1;2
4793;1;13402;Southwest;US;North America;16027;IN;37493;19081;68;M;50001-75000;M;3;High School;Professional;0;2
2753;1;15655;Germany;DE;Europe;9774;IN;37493;22222;60;M;0-25000;F;1;Partial College;Manual;1;0
2701;1;17099;France;FR;Europe;20093;IN;37493;26620;48;S;25001-50000;M;0;High School;Manual;0;1
1574;1;19258;United Kingdom;GB;Europe;19434;IN;37493;19865;66;M;0-25000;M;2;Partial College;Manual;1;1
3105;1;19944;Germany;DE;Europe;14504;IN;37493;17755;72;M;75001-100000;M;4;Partial High School;Skilled Manual;0;4
4919;1;21558;Australia;AU;Pacific;19959;IN;37493;27022;47;S;75001-100000;F;0;High School;Management;1;2
3286;1;26297;Northwest;US;North America;4025;IN;37493;26659;48;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
2181;1;29135;Canada;CA;North America;17573;IN;37493;23654;56;M;50001-75000;M;4;Bachelors ;Skilled Manual;1;2
6785;1;12670;Australia;AU;Pacific;12484;IN;37494;27596;45;S;50001-75000;F;0;Bachelors ;Professional;0;3
4548;1;13385;Northwest;US;North America;9180;IN;37494;18594;70;S;50001-75000;F;2;Partial College;Professional;1;2
4578;1;13403;Northwest;US;North America;11096;IN;37494;19116;68;S;50001-75000;F;5;Partial College;Professional;1;2
4810;1;13425;Northwest;US;North America;17392;IN;37494;23564;56;M;75001-100000;M;5;Partial College;Professional;1;3
3001;1;13811;France;FR;Europe;17641;IN;37494;23119;57;S;25001-50000;F;2;Partial College;Clerical;1;2
3319;1;14005;Southwest;US;North America;6101;IN;37494;28258;43;M;50001-75000;M;0;Partial College;Skilled Manual;0;2
1902;1;14024;Southwest;US;North America;12280;IN;37494;27751;45;S;50001-75000;F;0;Partial College;Skilled Manual;0;2
3021;1;16318;United Kingdom;GB;Europe;15937;IN;37494;28284;43;S;25001-50000;F;0;Partial College;Clerical;0;1
5764;1;18139;Germany;DE;Europe;20523;IN;37494;20132;65;M;greater than 100000;F;3;Partial High School;Professional;1;4
1682;1;19192;United Kingdom;GB;Europe;18689;IN;37494;25639;50;S;25001-50000;F;2;Partial College;Clerical;1;0
3240;1;20717;United Kingdom;GB;Europe;18943;IN;37494;26729;47;S;25001-50000;F;0;Graduate Degree;Skilled Manual;0;0
1930;1;26029;Australia;AU;Pacific;11171;IN;37494;24307;54;M;75001-100000;M;5;Graduate Degree;Management;0;3
4456;1;26292;Northwest;US;North America;1756;IN;37494;26171;49;M;50001-75000;F;1;Graduate Degree;Skilled Manual;1;0
6768;1;12673;Australia;AU;Pacific;13481;IN;37495;27634;45;M;75001-100000;M;0;Bachelors ;Professional;1;3
4576;1;13316;Southwest;US;North America;15193;IN;37495;19831;66;M;75001-100000;M;3;Partial High School;Skilled Manual;1;2
1552;1;15252;Northwest;US;North America;8782;IN;37495;29265;40;M;25001-50000;F;0;High School;Skilled Manual;1;2
3114;1;15280;Southwest;US;North America;7330;IN;37495;25002;52;S;75001-100000;F;0;Bachelors ;Management;0;1
3021;1;16272;United Kingdom;GB;Europe;9490;IN;37495;23961;55;S;0-25000;M;2;High School;Manual;1;1
3240;1;20711;United Kingdom;GB;Europe;9717;IN;37495;27034;46;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
3283;1;20718;United Kingdom;GB;Europe;15575;IN;37495;26657;48;S;25001-50000;M;0;High School;Manual;1;1
3936;1;21231;Australia;AU;Pacific;19895;IN;37495;19369;67;M;25001-50000;F;2;Bachelors ;Management;1;1
2443;1;25393;Canada;CA;North America;14819;IN;37495;26281;49;M;50001-75000;M;1;Graduate Degree;Professional;1;0
3321;1;26303;Southwest;US;North America;4324;IN;37495;25704;50;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
2443;1;28798;Canada;CA;North America;16139;IN;37495;21718;61;S;25001-50000;M;2;Partial College;Clerical;0;1
4657;1;13273;Southwest;US;North America;11934;IN;37496;12086;87;S;greater than 100000;F;1;Graduate Degree;Management;1;2
4835;1;13299;Southwest;US;North America;7397;IN;37496;22569;59;M;greater than 100000;F;1;Bachelors ;Management;1;3
4541;1;13315;Southwest;US;North America;4787;IN;37496;19817;66;M;75001-100000;M;2;Partial High School;Skilled Manual;1;2
4498;1;13354;Northwest;US;North America;16180;IN;37496;16387;76;M;50001-75000;M;5;Bachelors ;Management;1;2
4765;1;13361;Northwest;US;North America;6339;IN;37496;17046;74;M;50001-75000;M;5;Bachelors ;Management;1;3
3010;1;13840;France;FR;Europe;4211;IN;37496;27122;46;M;0-25000;M;0;Partial High School;Manual;1;2
3018;1;14154;France;FR;Europe;13358;IN;37496;25850;50;M;25001-50000;M;0;Bachelors ;Clerical;1;0
1681;1;15287;Northwest;US;North America;10334;IN;37496;26777;47;S;25001-50000;F;1;Graduate Degree;Skilled Manual;1;0
6784;1;12681;Australia;AU;Pacific;11329;IN;37497;26366;48;S;75001-100000;F;0;Bachelors ;Professional;0;3
4578;1;13278;Southwest;US;North America;18326;IN;37497;24055;55;S;greater than 100000;M;2;Bachelors ;Management;1;3
4573;1;13288;Southwest;US;North America;16588;IN;37497;23274;57;M;greater than 100000;M;4;Partial College;Professional;1;3
4612;1;13304;Northwest;US;North America;8169;IN;37497;20449;65;S;50001-75000;F;4;High School;Professional;1;0
4568;1;13400;Southwest;US;North America;11050;IN;37497;18852;69;M;50001-75000;F;2;Partial College;Professional;0;2
2049;1;28529;France;FR;Europe;20008;IN;37497;24997;52;S;0-25000;F;1;Partial College;Manual;1;1
2646;1;12581;Australia;AU;Pacific;19710;IN;37498;28560;42;S;0-25000;F;0;Partial College;Manual;0;1
4516;1;13367;Northwest;US;North America;9371;IN;37498;17271;73;M;50001-75000;F;4;Bachelors ;Management;1;1
3282;1;16324;United Kingdom;GB;Europe;12496;IN;37498;27472;45;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
3226;1;20350;Canada;CA;North America;9711;IN;37498;20122;65;M;50001-75000;F;2;High School;Professional;0;2
3249;1;20807;United Kingdom;GB;Europe;5157;IN;37498;20273;65;M;0-25000;M;2;Partial College;Manual;1;1
4198;1;21229;Australia;AU;Pacific;16388;IN;37498;19657;67;S;25001-50000;F;2;Bachelors ;Management;1;1
4886;1;21557;Australia;AU;Pacific;4598;IN;37498;27135;46;S;greater than 100000;F;0;Partial College;Management;1;3
1938;1;26027;Australia;AU;Pacific;8390;IN;37498;25561;51;S;greater than 100000;F;1;Graduate Degree;Management;0;1
2646;1;12583;Australia;AU;Pacific;6831;IN;37499;27979;44;S;0-25000;M;1;High School;Manual;0;0
2629;1;12585;Australia;AU;Pacific;4720;IN;37499;29030;41;M;0-25000;M;1;High School;Manual;1;0
6864;1;12686;Australia;AU;Pacific;4734;IN;37499;26590;48;S;75001-100000;F;0;Bachelors ;Professional;1;3
4798;1;13401;Southwest;US;North America;8760;IN;37499;19046;68;S;50001-75000;F;3;High School;Professional;1;2
7029;1;15626;Germany;DE;Europe;5019;IN;37499;26503;48;M;25001-50000;M;1;Partial College;Clerical;1;1
3010;1;16277;United Kingdom;GB;Europe;11396;IN;37499;23648;56;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;2
4666;1;21553;Australia;AU;Pacific;15832;IN;37499;27684;45;M;75001-100000;M;0;Bachelors ;Professional;1;2
3018;1;25104;Canada;CA;North America;9776;IN;37499;21836;61;S;50001-75000;F;2;Graduate Degree;Professional;0;1
1917;1;26025;Australia;AU;Pacific;5787;IN;37499;25614;50;S;75001-100000;F;2;Bachelors ;Professional;1;0
1938;1;26028;Australia;AU;Pacific;18860;IN;37499;25490;51;S;greater than 100000;F;1;Graduate Degree;Management;0;1
3263;1;26304;Northwest;US;North America;11611;IN;37499;25751;50;M;50001-75000;F;1;Graduate Degree;Professional;1;0
3226;1;28520;France;FR;Europe;17774;IN;37499;25298;51;M;25001-50000;F;0;Graduate Degree;Clerical;1;0
2483;1;19255;France;FR;Europe;8074;IN;37500;20134;65;S;0-25000;M;2;Partial College;Manual;1;1
4464;1;26320;Southwest;US;North America;19282;IN;37500;24918;52;M;50001-75000;F;2;Bachelors ;Skilled Manual;1;1
4536;1;13446;Southwest;US;North America;10183;IN;37501;22745;58;S;greater than 100000;F;1;Partial College;Professional;1;4
7081;1;14203;France;FR;Europe;4329;IN;37501;17301;73;S;75001-100000;M;5;High School;Management;1;2
3077;1;15303;Southwest;US;North America;3427;IN;37501;16368;76;S;50001-75000;F;4;Bachelors ;Management;1;2
6978;1;15926;Germany;DE;Europe;4632;IN;37501;20497;64;S;greater than 100000;F;3;High School;Professional;1;4
3287;1;16461;United Kingdom;GB;Europe;4956;IN;37501;27796;44;S;25001-50000;F;0;Partial College;Clerical;0;1
2218;1;24887;Australia;AU;Pacific;5355;IN;37501;27519;45;S;50001-75000;M;0;Bachelors ;Professional;0;2
1938;1;26152;Australia;AU;Pacific;7071;IN;37501;23236;57;S;50001-75000;F;0;Bachelors ;Professional;0;2
6820;1;12693;Australia;AU;Pacific;3297;IN;37502;25942;49;M;75001-100000;F;0;Bachelors ;Professional;1;4
4501;1;13438;Northwest;US;North America;20328;IN;37502;23307;57;S;75001-100000;F;0;Partial College;Professional;0;2
3271;1;14539;France;FR;Europe;17862;IN;37502;23000;58;S;25001-50000;F;4;Graduate Degree;Clerical;1;0
1590;1;19301;United Kingdom;GB;Europe;2442;IN;37502;19054;68;M;0-25000;F;2;Partial College;Manual;1;1
4921;1;21875;Australia;AU;Pacific;4110;IN;37502;27989;44;S;50001-75000;M;0;Bachelors ;Professional;0;2
4663;1;21893;Australia;AU;Pacific;18471;IN;37502;26099;49;S;75001-100000;F;0;High School;Management;1;4
4886;1;21945;Australia;AU;Pacific;1712;IN;37502;25251;51;S;75001-100000;F;1;Graduate Degree;Management;1;0
2049;1;28685;France;FR;Europe;11041;IN;37502;25643;50;M;0-25000;M;2;High School;Manual;1;0
3270;1;20811;United Kingdom;GB;Europe;9171;IN;37503;15540;78;S;25001-50000;M;1;Graduate Degree;Clerical;1;0
2533;1;20832;United Kingdom;GB;Europe;2493;IN;37503;22410;59;S;25001-50000;M;3;Graduate Degree;Clerical;1;0
4659;1;21568;Australia;AU;Pacific;6347;IN;37503;26258;49;M;75001-100000;F;0;High School;Management;1;4
4663;1;21899;Australia;AU;Pacific;10120;IN;37503;26033;49;M;greater than 100000;F;0;Partial High School;Professional;1;4
4886;1;21948;Australia;AU;Pacific;7250;IN;37503;25305;51;M;75001-100000;F;1;Graduate Degree;Management;1;0
2071;1;28560;France;FR;Europe;1768;IN;37503;26395;48;S;25001-50000;F;0;High School;Manual;1;1
6998;1;14424;France;FR;Europe;7372;IN;37504;21009;63;S;greater than 100000;F;2;Partial College;Professional;1;3
3001;1;14524;France;FR;Europe;7544;IN;37504;28629;42;M;0-25000;F;0;Graduate Degree;Manual;1;0
3017;1;14538;France;FR;Europe;10803;IN;37504;22756;58;S;25001-50000;F;4;Graduate Degree;Clerical;1;0
3071;1;16452;United Kingdom;GB;Europe;8883;IN;37504;28450;43;S;25001-50000;F;0;Partial College;Clerical;0;1
4498;1;13426;Southwest;US;North America;12130;IN;37505;23540;56;S;greater than 100000;F;3;Bachelors ;Management;1;4
2975;1;16427;United Kingdom;GB;Europe;15145;IN;37505;24181;54;S;50001-75000;F;0;Graduate Degree;Skilled Manual;1;0
4925;1;21888;Australia;AU;Pacific;15718;IN;37505;26911;47;S;75001-100000;M;0;High School;Management;1;2
4657;1;21895;Australia;AU;Pacific;9860;IN;37505;25850;50;S;75001-100000;F;0;Bachelors ;Professional;0;4
7186;1;15932;Germany;DE;Europe;10428;IN;37506;20343;65;M;greater than 100000;F;3;Partial College;Professional;1;3
2518;1;19181;France;FR;Europe;20342;IN;37506;26597;48;S;25001-50000;M;0;High School;Manual;0;1
6803;1;12214;United Kingdom;GB;Europe;19962;IN;37507;22909;58;M;0-25000;F;1;Graduate Degree;Manual;1;0
3291;1;14170;France;FR;Europe;9892;IN;37507;25144;52;S;0-25000;F;3;High School;Manual;1;0
6932;1;15927;Germany;DE;Europe;8741;IN;37507;20793;64;S;greater than 100000;M;3;High School;Professional;1;4
7237;1;16196;Germany;DE;Europe;4170;IN;37507;26958;47;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
3021;1;16470;United Kingdom;GB;Europe;18117;IN;37507;27707;45;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
4659;1;21572;Australia;AU;Pacific;14982;IN;37507;26050;49;M;greater than 100000;M;0;Bachelors ;Management;1;4
4923;1;21951;Australia;AU;Pacific;18698;IN;37507;25899;50;S;75001-100000;M;4;Graduate Degree;Management;1;1
782;1;27071;Canada;CA;North America;18385;IN;37507;25942;49;S;25001-50000;M;4;High School;Skilled Manual;1;3
3204;1;28569;France;FR;Europe;2564;IN;37507;26201;49;M;25001-50000;M;2;Partial College;Clerical;1;1
4344;1;11605;Germany;DE;Europe;15265;IN;37508;28084;44;S;0-25000;F;0;High School;Manual;0;1
6867;1;12688;Australia;AU;Pacific;18613;IN;37508;26515;48;S;75001-100000;F;0;Bachelors ;Professional;1;3
1622;1;15311;Northwest;US;North America;18391;IN;37508;16639;75;M;50001-75000;M;4;Bachelors ;Management;1;2
1575;1;19278;United Kingdom;GB;Europe;13356;IN;37508;22110;60;S;0-25000;M;1;Partial College;Manual;0;0
1587;1;19299;United Kingdom;GB;Europe;17873;IN;37508;25488;51;M;25001-50000;F;0;Graduate Degree;Skilled Manual;1;0
4921;1;21892;Australia;AU;Pacific;13421;IN;37508;26171;49;M;75001-100000;F;0;High School;Management;1;3
4919;1;21957;Australia;AU;Pacific;19903;IN;37508;25341;51;M;greater than 100000;F;1;Graduate Degree;Management;1;1
2848;1;26307;Southwest;US;North America;18268;IN;37508;25440;51;M;50001-75000;M;2;Bachelors ;Skilled Manual;1;0
4464;1;26324;Northwest;US;North America;7953;IN;37508;25879;50;S;50001-75000;F;3;Graduate Degree;Professional;0;0
9421;1;14200;France;FR;Europe;12345;IN;37509;17813;72;M;50001-75000;F;5;Partial High School;Skilled Manual;1;4
1622;1;15308;Southwest;US;North America;11398;IN;37509;16538;75;M;50001-75000;F;4;Bachelors ;Management;1;2
7206;1;15675;Germany;DE;Europe;10326;IN;37509;25492;51;M;25001-50000;M;0;Graduate Degree;Clerical;1;0
6963;1;15684;Germany;DE;Europe;6826;IN;37509;16263;76;S;75001-100000;M;5;Partial College;Professional;0;2
3093;1;16446;United Kingdom;GB;Europe;6300;IN;37509;22778;58;M;25001-50000;F;1;Partial College;Clerical;1;1
4659;1;21946;Australia;AU;Pacific;8374;IN;37509;25206;51;M;75001-100000;F;2;Bachelors ;Professional;1;0
1957;1;26153;Australia;AU;Pacific;9406;IN;37509;22776;58;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
2867;1;26308;Northwest;US;North America;7962;IN;37509;25463;51;S;50001-75000;F;2;Bachelors ;Skilled Manual;0;0
2800;1;26309;Southwest;US;North America;13334;IN;37509;25407;51;S;50001-75000;M;2;Bachelors ;Skilled Manual;0;0
6890;1;12215;United Kingdom;GB;Europe;3475;IN;37510;22994;58;M;0-25000;F;1;Graduate Degree;Clerical;1;0
4536;1;13443;Northwest;US;North America;11402;IN;37510;22837;58;M;75001-100000;F;1;Partial College;Professional;1;3
1893;1;14089;Southwest;US;North America;20588;IN;37510;28772;42;S;25001-50000;F;0;High School;Skilled Manual;0;2
3242;1;16445;United Kingdom;GB;Europe;8644;IN;37510;22810;58;S;25001-50000;F;1;Partial College;Clerical;1;1
1587;1;19263;United Kingdom;GB;Europe;4451;IN;37510;15652;78;M;25001-50000;F;1;Bachelors ;Clerical;1;0
4973;1;21567;Australia;AU;Pacific;15437;IN;37510;26127;49;M;75001-100000;F;0;High School;Management;0;3
4624;1;21889;Australia;AU;Pacific;14579;IN;37510;26893;47;M;greater than 100000;F;0;Partial College;Management;1;3
2049;1;28559;France;FR;Europe;15753;IN;37510;26507;48;M;25001-50000;M;0;High School;Manual;0;1
4548;1;11598;Germany;DE;Europe;10626;IN;37511;28673;42;S;25001-50000;F;3;Partial College;Clerical;1;3
4587;1;13429;Southwest;US;North America;3350;IN;37511;23411;56;M;greater than 100000;F;2;Bachelors ;Management;1;3
1631;1;15312;Southwest;US;North America;7631;IN;37511;16633;75;M;50001-75000;F;4;Bachelors ;Management;1;2
1584;1;15325;Northwest;US;North America;5915;IN;37511;17673;72;M;50001-75000;M;2;Partial College;Professional;1;1
4696;1;21886;Australia;AU;Pacific;15112;IN;37511;27159;46;S;75001-100000;F;0;High School;Management;1;2
2174;1;24888;Australia;AU;Pacific;11109;IN;37511;27405;45;S;50001-75000;M;0;Bachelors ;Professional;0;2
1917;1;26148;Australia;AU;Pacific;18743;IN;37511;23828;55;M;75001-100000;M;5;Bachelors ;Professional;1;4
6785;1;12694;Australia;AU;Pacific;10271;IN;37512;26309;48;S;greater than 100000;M;0;Partial High School;Professional;1;4
4498;1;13436;Northwest;US;North America;12212;IN;37512;23015;57;S;75001-100000;F;0;Partial College;Professional;1;1
4526;1;13449;Northwest;US;North America;7692;IN;37512;22450;59;S;75001-100000;M;5;Partial College;Professional;1;3
2751;1;14083;Northwest;US;North America;17107;IN;37512;29528;40;M;25001-50000;M;0;High School;Skilled Manual;1;2
2755;1;14088;Northwest;US;North America;10616;IN;37512;28635;42;S;25001-50000;F;0;Partial High School;Clerical;1;2
1576;1;15314;Southwest;US;North America;14367;IN;37512;17019;74;S;50001-75000;M;5;Bachelors ;Management;1;3
2512;1;20824;United Kingdom;GB;Europe;20237;IN;37512;15836;77;S;25001-50000;M;1;Bachelors ;Clerical;1;0
